"forensic","suitable to debate or courts of law; of or used in legal proceedings and the tracking of criminals; Ex. forensic science/medicine"
"foreshadow","give an indication beforehand; be a sign of ; portend; prefigure"
"foresight","ability to foresee future happenings; prudence in providing for the future"
"forestall","prevent by taking action in advance"
"forgo","give up; do without"
"forlorn","sad and lonely; wretched; desolate"
"formality","ceremonious quality; ceremonious adherence to rules; something done just for form""s sake; Ex. mere formality"
"formidable","menacing; arousing fear; threatening; difficult to defeat; Ex. formidable foe/question"
"forsake","desert; abandon; renounce"
"forswear","renounce under oath; abandon; make a solemn promise to give up; CF. abjure"
"forte","strong point or special talent in a person""s character"
"forthright","straightforward; direct; frank"
"fortitude","bravery; courage; strength of mind"
"fortuitous","accidental; by chance; N. fortuity"
"foster","rear; bring up ; encourage; promote the development of ; Ex. help foster friendly relations; ADJ: giving parental care although not related by blood; Ex. foster parents"
"founder","person who establishes"
"founder","fail completely; sink; CF. flounder"
"fracas","brawl in which a number of people take part; melee"
"fractious","unruly; peevish; cranky; bad-tempered; Ex. fractious horse"
"frail","weak; N. frailty"
"franchise","right or privilege granted by authority; right to vote; license to sell a product in a particular territory"
"frantic","wild; distraught as from fear or worry; Ex. frantic with fear"
"fraudulent","cheating; deceitful; Ex. fraudulent means; N. fraud: deception; swindle"
"fraught","filled ; full; Ex. fraught with danger and difficulties; CF. freight"
"fray","brawl; fight; V: wear away or unravel by rubbing; have loose threads developing; cause to become worn out ; CF. rub"
"frenetic","frenzied; frantic"
"frenzied","madly excited; N. frenzy: violent wild excitement"
"fresco","painting on wet plaster"
"fret","be annoyed or vexed; Ex. fret over your poor grades; N: irritation of mind; ADJ. fretful"
"friction","clash or conflict in opinion; rubbing against"
"frieze","ornamental horizontal band on a wall"
"frigid","intensely cold; cold in manner; Ex. frigid zone"
"fritter","waste"
"frivolous","lacking in seriousness; flippant; self-indulgently carefree; unworthy of serious attention; relatively unimportant; trivial"
"frolicsome","prankish; gay; playful; merry; frisky"
"frond","fern leaf; palm or banana leaf"
"fructify","bear fruit; produce fruit"
"frugality","thrift; economy; ADJ. frugal: practicing economy; costing little; inexpensive"
"fruition","bearing of fruit; fulfillment; realization; Ex. come to/be brought to fruition"
"frustrate","thwart; defeat; prevent from accomplishing a purpose"
"fugitive","fleeting or transitory; lasting only a short time; roving; running away or fleeing as from the law; N: one who flees; Ex. fugitives at large"
"fulcrum","support on which a lever rests or pivots"
"fulminate","thunder; explode; issue a severe denunciation"
"fulsome","disgustingly excessive; offensively flattering; Ex. fulsome praise/expressions of admire"
"fumble","move the fingers and hands awkwardly ; mishandle or drop a ball that is in play; bungle; botch; spoil by mishandling; N."
"functionary","official"
"fundamental","basic; primary; essential"
"funereal","sad; solemn; suitable for a funeral"
"furor","frenzy; great anger and excitement; CF. fury"
"furtive","stealthy; quiet and secret ; sneaky; Ex. furtive glance"
"fusillade","simultaneous firing or outburst"
"fusion","union; coalition; V. fuse"
"futile","useless; hopeless; ineffectual"
"gadfly","animal-biting fly; irritating person"
"gaffe","social blunder"
"gainsay","deny"
"gait","manner of walking or running; speed"
"galaxy","large isolated system of stars, such as the Milky Way; collection of brilliant personalities"
"gale","windstorm; gust of wind; emotional outburst ; Ex. gale of laughter"
"gall","annoy; exasperate; chafe; N: skin sore caused by rubbing ; exasperation"
"gall","bitterness of feeling; nerve; effrontery; CF. gall bladder"
"galleon","large three-masted sailing ship"
"galvanize","stimulate or shock by an electric current; stimulate by shock; shock into action; stir up; coat with rust-resistant zinc by using electricity"
"gambit","opening in chess in which a piece is sacrificed; action made to produce a future advantage"
"gambol","romp; skip about; leap about playfully; frolic; N."
"gamely","in a spirited manner; with courage; Ex. fight gamely against a superior boxer; ADJ. game"
"gamut","entire range"
"gape","open widely; open the mouth wide; stare wonderingly with the mouth open; CF. agape"
"garbled","mixed up; jumbled; distorted; V. garble: mix up or distort  to such an extent as to make misleading or unintelligible"
"gargantuan","huge; enormous; gigantic; CF. the hero of Gargantua and Pantagruel"
"gargoyle","waterspout carved in grotesque figures on a building"
"garish","overbright in color; unpleasantly bright; gaudy"
"garner","gather; store up; amass"
"garnish","decorate; add a garnish to; decorate  with small items such as lemon slices; N."
"garrulous","loquacious; wordy; talkative; N. garrulity"
"gastronomy","art and science of preparing and serving good food; CF. gastronome"
"gauche","clumsy ; coarse and uncouth"
"gaudy","flashy; showy"
"gaunt","lean and angular; thin and bony; emaciated; barren"
"gavel","hammerlike tool; mallet used by a presiding officer or an auctioneer; V."
"gawk","stare foolishly; look in open-mouthed awe"
"gazette","official periodical publication; newspaper"
"genealogy","record of descent; lineage; ancestry; study of ancestry"
"generality","vague statement; general statement which is not detailed; quality of being general; greater part; most; Ex. generality of people"
"generate","cause; produce; create"
"generic","characteristic of an entire class or species; of a genus"
"genesis","beginning; origin"
"geniality","cheerfulness; kindliness; sympathy; ADJ. genial: cheerful and good-tempered"
"genre","particular variety of art or literature"
"genteel","well-bred; elegant; striving to convey an appearance of refinement; Ex. genteel poverty"
"gentility","those of gentle birth; high social class; refinement; quality of being genteel"
"gentry","people of standing; people of good family or high social position; class of people just below nobility"
"genuflect","bend the knee as in worship"
"germane","pertinent; bearing upon the case at hand; appropriate"
"germinal","pertaining to a germ; creative; Ex. germinal idea"
"germinate","cause to sprout; sprout"
"gerontocracy","government ruled by old people"
"gerrymander","change voting district lines in order to favor a political party; N. CF. Elbridge Gerry + mander"
"gestate","evolve as in prenatal growth; N. gestation: period of development from conception until birth"
"gesticulation","motion; gesture; V. gesticulate: make gestures"
"ghastly","horrible; terrifying; resembling ghosts; CF. aghast"
"gibberish","nonsense; nonsensical or unintelligible talk or writing; babbling"
"gibe","mock; make jeering remarks; N: jeering remarks"
"giddy","light-hearted; not serious; frivolous; dizzy; causing dizziness; Ex. giddy youth; Ex. giddy climb/height"
"gingerly","very carefully; ADJ."
"girth","distance around something; circumference"
"gist","essence; main point; substance"
"glacial","like a glacier; of an ice age; extremely cold; Ex. glacial epoch; CF. iceberg"
"glaring","highly conspicuous; harshly bright; shining intensely and blindingly"
"glaze","cover with a thin and shiny surface; apply a glaze to; N: thin, smooth, shiny coating ; Ex. unglazed pottery"
"glean","gather leavings; gather grain left behind by reapers; gather bit by bit  often with difficulty"
"glib","fluent ; facile; slick"
"glimmer","shine erratically; twinkle; N: dim or unsteady light; faint indication; Ex. glimmer of hope"
"gloat","express evil satisfaction; look at or think about with evil satisfaction; view malevolently; Ex. The thief gloated over the stolen jewels."
"glossary","brief explanation of words used in the text"
"glossy","smooth and shining; N. gloss: shiny brightness on a surface; superficially attractive appearance; Ex. gloss of good manners"
"gloss_over","explain away with the intention of deceiving or hiding faults"
"glower","scowl; glare; look or stare angrily"
"glut","overstock; fill beyond capacity ; fill to excess; N: oversupply"
"glutinous","sticky; viscous; gluey"
"glutton","someone who eats too much; ADJ. gluttonous: given to gluttony; greedy; CF. gluttony: habit of eating too much"
"gnarled","twisted"
"gnome","dwarf; underground spirit who guards treasure hoards"
"goad","urge on; drive with a goad; cause  to do something by continued annoyance; Ex. They goaded him into doing it by saying he was a coward; N: sharp-pointed stick for driving cattle; stimulus; CF. annoy continually"
"gorge","narrow canyon; steep rocky cleft; ravine"
"gorge","stuff oneself ; glut; CF. gorgeous: dazzlingly beautiful"
"gory","bloody; N. gore: blood"
"gossamer","sheer; very light; like cobwebs; N: soft and sheer fabric; cobweb"
"gouge","tear out; cut out ; Ex. gouge his eyes out; N: chisel for cutting out hollow areas in wood"
"gouge","overcharge ; extort from; Ex. gouge the public; CF. usury"
"gourmand","epicure; person who takes excessive pleasure in food and drink"
"gourmet","connoisseur of food and drink; epicure"
"graduated","arranged by degrees"
"granary","storehouse for grain"
"grandeur","impressiveness; stateliness; majesty"
"grandiloquent","using high sounding or important-sounding language; pompous; bombastic"
"grandiose","affectedly grand; pretentious; high-flown; ridiculously exaggerated; impressive; great in size or scope; grand; Ex. grandiose ideas"
